idioma,texto_entidade,tipo_entidade,contexto
es,Nacida,ORG,"Nacida en Francia y de padres estadounidenses, Niki tuvo una infancia marcada por los abusos_paternos y por los recelos de su madre por una maternidad no deseada."
es,Francia,LOC,"Nacida en Francia y de padres estadounidenses, Niki tuvo una infancia marcada por los abusos_paternos y por los recelos de su madre por una maternidad no deseada."
es,Niki,ORG,"Nacida en Francia y de padres estadounidenses, Niki tuvo una infancia marcada por los abusos_paternos y por los recelos de su madre por una maternidad no deseada."
es,EE.UU.,LOC,"En la década del 30 se trasladó a EE.UU., y a los 20 años fue modelo de Vogue y Life."
es,Life,PER,"En la década del 30 se trasladó a EE.UU., y a los 20 años fue modelo de Vogue y Life."
es,Paris,LOC,"De manera autodidacta y terapéutica comenzó a pintar, logrando perfeccionar su técnica y estilo, el que decidió desarrollar aún más en Paris."
es,Niki,ORG,"Al poco tiempo Niki destacaría por su carácter innovador, pues comenzaría a utilizar armas para disparar pinturas y realizar cuadros, los que serían conocidos como Cuadros_Tiroteados."
es,Niki,ORG,Niki formó un arte transgresor y reivindicativo que buscaba romper con las imposiciones sociales impuestas al género_femenino.
es,África,LOC,La mutilación_genital femenina es una práctica que surge desde África y se expande hasta América_del_Sur.
es,honor_de_las_familias,ORG,"Y por último, en algunas comunidades existe la creencia de que garantiza el futuro matrimonio de las niñas y el honor_de_las_familias."
es,Además,PER,"Además de las graves consecuencias físicas, como hemorragias, períodos irregulares o infecciones, que tiene este procedimiento que no tiene justificación_médica, también conlleva profundos daños_psicológicos en las afectadas."
es,Atacama,LOC,"5 de abril de 2021, en pleno peak de la pandemia, con 189 camas críticas disponibles a nivel_nacional, donde en regiones como Atacama quedan 4, Maule 3 y en Ñuble queda solo una."
es,Maule,LOC,"5 de abril de 2021, en pleno peak de la pandemia, con 189 camas críticas disponibles a nivel_nacional, donde en regiones como Atacama quedan 4, Maule 3 y en Ñuble queda solo una."
es,restricciones_de_movilidad,ORG,"Hoy cuando las restricciones_de_movilidad están al máximo y los bolsillos no dan para más, hoy resulta que a nuestro sistema_de_Salud, se le ocurre la brillante idea de comenzar a exigir ahora receta_médica para la compra de anticonceptivos, cuando llevan años sin pedirla."
es,sistema_de_Salud,PER,"Hoy cuando las restricciones_de_movilidad están al máximo y los bolsillos no dan para más, hoy resulta que a nuestro sistema_de_Salud, se le ocurre la brillante idea de comenzar a exigir ahora receta_médica para la compra de anticonceptivos, cuando llevan años sin pedirla."
es,Exigimos,PER,Exigimos que hoy se detenga esta medida absurda para el contexto en el que estamos sobreviviendo!.
es,Los TCA,ORG,"Los TCA no son padecidos exclusivamente por mujeres, pero sí son la mayoría."
es,Nuestras,PER,Nuestras niñas y mujeres crecen viendo modelos y estereotipos presentados como ideales que se alejan muchísimo de lo que es real.
es,TCA,ORG,Y es por todo esto que en los TCA se hace muy evidente la necesidad de un tratamiento con perspectiva de género.
es,Nació,LOC,"Nació en Missouri, EEUU, en la Zona_del_Cinturón_de_la_Biblia."
es,Missouri,LOC,"Nació en Missouri, EEUU, en la Zona_del_Cinturón_de_la_Biblia."
es,EEUU,LOC,"Nació en Missouri, EEUU, en la Zona_del_Cinturón_de_la_Biblia."
es,Miami,LOC,Aunque a los 12 años se mudó con una tía a Miami.
es,Estudió Historia,LOC,"Estudió Historia en la Universidad de Florida, luego viajó a Nueva_York para doctorarse en Historia_Social en Columbia."
es,Universidad de Florida,ORG,"Estudió Historia en la Universidad de Florida, luego viajó a Nueva_York para doctorarse en Historia_Social en Columbia."
es,Columbia,LOC,"Estudió Historia en la Universidad de Florida, luego viajó a Nueva_York para doctorarse en Historia_Social en Columbia."
es,Trabajó,PER,Trabajó como modelo para costear su educación.
es,máquinas_de_escribir Olivetti,PER,"Hasta que en un encargo de máquinas_de_escribir Olivetti, apareció en el anuncio como secretaria sexy junto a la frase: Una máquina_de_escribir tan inteligente que ella no tiene que serlo."
es,Esto marcó,ORG,Esto marcó el inició de su trayectoria como activista_feminista: Había llegado al máximo de lo que nadie puede soportar.
es,Había,PER,Esto marcó el inició de su trayectoria como activista_feminista: Había llegado al máximo de lo que nadie puede soportar.
es,Miembros,ORG,Miembros de la Organización_Nacional_de_Mujeres se concentraron afuera de las oficinas de la empresa para manifestarse.
es,Empezó,PER,"Empezó a participar de las reuniones de Organización_Nacional_de_Mujeres, y decidió investigar sobre la sexualidad y el orgasmo_femenino."
es,Grupos extremistas_de_derecha,ORG,Grupos extremistas_de_derecha la acusaron de odiar a los hombres.
es,Emigró,LOC,Emigró a Europa.
es,Europa,LOC,Emigró a Europa.
es,Renunció,LOC,"Renunció a su ciudadanía_estadounidense y se nacionalizó_alemana, el resto de su vida la vivió en el viejo continente."
es,nacionalizó_alemana,LOC,"Renunció a su ciudadanía_estadounidense y se nacionalizó_alemana, el resto de su vida la vivió en el viejo continente."
es,Cuidemos,PER,Cuidemos lo que decimos de los otros.
es,Pulso Austral,PER,"Esta es una campaña de Pulso Austral, en el marco del concurso Chile Compromiso_de_Todos_y_Todas, Segundo Semestre 2021, del Ministerio_de_Desarrollo_Social, que busca promover en niñas y adolescentes la salud_mental y equidad_de_género."
es,Chile,LOC,"Esta es una campaña de Pulso Austral, en el marco del concurso Chile Compromiso_de_Todos_y_Todas, Segundo Semestre 2021, del Ministerio_de_Desarrollo_Social, que busca promover en niñas y adolescentes la salud_mental y equidad_de_género."
es,Segundo Semestre,PER,"Esta es una campaña de Pulso Austral, en el marco del concurso Chile Compromiso_de_Todos_y_Todas, Segundo Semestre 2021, del Ministerio_de_Desarrollo_Social, que busca promover en niñas y adolescentes la salud_mental y equidad_de_género."
es,abrió,PER,2 años más tarde abrió la primera clínica de control_de_la_natalidad en los Estados_Unidos e incluso fue arrestada por distribuir información sobre métodos_anticonceptivos.
es,Sí,PER,"Sí, a pesar de que muchas personas no lo crean, somos miles de mujeres las que hemos sentido violencia en las consultas de salud, en el centro de atención_primaria, en hospitales y clínicas_privadas."
es,Violencias,PER,"Violencias que comienzan desde la sesgada y mínima investigación en ciencia, que continúa con violencia_simbólica, hasta llegar a maltratos directos, discriminaciones e incluso temáticas aún más graves como lo es la violencia_obstétrica."
es,¿Qué,ORG,"Te invitamos a dejarnos tus experiencias en comentarios o directo al inbox, porque juntas somos más fuertes ¿Qué has dejado de hacer por sentirse condicionada por ser mujer?"
es,Día_Nacional_contra_el_Femicidio,PER,"Día_Nacional_contra_el_Femicidio Esther_Pineda en su libro Cultura_femicida, 2019 señala que vivimos en una cultura_femicida que subvalora la vida de las mujeres en relación a la vida de los hombres, aceptando y difundiendo el asesinato de mujeres como mecanismo_de_control y dominación_masculina."
es,También,PER,"También la cultura_femicida se promueve, promociona e incita a estos tipos de crímenes, por ejemplo, a través de la música, la literatura, la publicidad, el cine, entre otras."
es,Chile,LOC,¿Cómo es el Chile que queremos y cómo lo logramos?
es,Somos,PER,"Somos una comunidad, donde ustedes nos comparten sus inspiraciones y pasiones."
es,ONU,ORG,Este año participó en el Foro_Generación_Igualdad de la ONU en París.
es,París,LOC,Este año participó en el Foro_Generación_Igualdad de la ONU en París.
es,¿,LOC,Cree y crea sentido de comunidad y hace historia con una fuerza sorora y colectiva. ¿
es,Cuál,LOC,Cuál ha sido para ti el gran hito o avance de las mujeres en los últimos cinco años?.
es,pelean,PER,"Quien te quiere te aporrea, los que pelean se aman, el amor todo lo soporta son algunas de las frases con las que muchas nos criamos y crecimos."
es,pelean,PER,"Desde que somos infantes hemos escuchado frases como quien te quiere te aporrea, los que pelean se aman, si te pega es porque le gustas de manera que históricamente se nos ha dado a entender que amor y violencia van de la mano sino no es amor de verdad."
es,¿,LOC,"Creemos que es urgente promover el desarrollo de un pensamiento crítico en esta materia, cuestionar lo establecido y exigir un marketing ético. ¿"
es,También,PER,"También puede haber violencia a través de redes_sociales mediante la revisión del celular de la otra persona, la exigencia de compartir claves_personales, la exigencia de aplicaciones para conocer la ubicación de la persona, entre otras."
es,Afganistán,LOC,"Pero Sonita, que había estudiado música y artes en una organización sin fines de lucro cuando su familia huyó de Afganistán a Irán, hizo un video donde rapeaba sobre no querer ser entregada a un hombre que no conocía."
es,Irán,LOC,"Pero Sonita, que había estudiado música y artes en una organización sin fines de lucro cuando su familia huyó de Afganistán a Irán, hizo un video donde rapeaba sobre no querer ser entregada a un hombre que no conocía."
es,fundó,PER,"La abogada tanzana Rebeca_Gyumi fundó Msichana_Initiative, ONG que tiene como objetivo empoderar a las niñas de su país a través de la educación para que aspiren a ser más que esposas y madres."
es,Tanzania,LOC,"Antes del falló histórico que anuló la Ley_de_Matrimonio que permitía que niñas se casaran, en Tanzania cada año casaban a 12 millones de niñas antes de los 18 años, 23 chicas por minuto."
es,Recién,LOC,Recién supo sobre la Ley_de_Matrimonio de 1971 cuando ingresó a la universidad a estudiar derecho.
es,Desafió,PER,Desafió el sistema_legal en su país Tanzania y ganó un falló histórico: elevar la edad para contraer matrimonio a 18 años.
es,Tanzania,LOC,Desafió el sistema_legal en su país Tanzania y ganó un falló histórico: elevar la edad para contraer matrimonio a 18 años.
es,BBC,ORG,"Ganadora del Premio_Global_Goal de UNICEF y el Premio de Derechos_Humanos de la ONU, por su lucha por los derechos de las niñas tanzanas, en 2020 la incluyeron en la lista de las 100 mujeres de la BBC."
es,Frases,LOC,"Frases que construyen la maternidad solo desde vivencias positivas romantizan la experiencia y generan frustración, ya que comienzas a compararte desde lo que conoces y lo que se presenta como aceptable y admirable."
es,fácil,PER,"Si solo tienes esos referentes es fácil hacerse una idea de una maternidad perfecta sin complicaciones, ya que se muestra solo una parte, un mínimo instante."
es,¿,LOC,debemos reapropiarnos y resignificar este día_de_las_madres. ¿
es,Sigue,ORG,"Sigue existiendo esa mirada hacia las mamás de que todo lo pueden, las súper mamás, esas que sin importar nada, lo hacen todo y la verdad, es que sí, hay algunas que sí lo hacen, pero. ¿"
es,¿,LOC,"Sigue existiendo esa mirada hacia las mamás de que todo lo pueden, las súper mamás, esas que sin importar nada, lo hacen todo y la verdad, es que sí, hay algunas que sí lo hacen, pero. ¿"
es,¿,LOC,Y las que no?. ¿
es,Qué,LOC,"Qué pasa con las que nos rendimos, las que nos agobiamos más rápido que el prototipo_de_madre? ¿"
es,Sube,PER,"Sube tu foto con el hashtag, etiquétanos y abramos la conversación."
es,hashtag,ORG,"Sube tu foto con el hashtag, etiquétanos y abramos la conversación."
es,Margaret_Sanger,PER,"Citas_Mujeres_Bacanas Margaret_Sanger fue una enfermera y feminista que luchó toda su vida por el control_de_la_natalidad, instaurando incluso el término como tal."
es,Sanger,PER,"Sanger consideraba que la verdadera igualdad de la mujer exigía una maternidad libre, que cada mujer pudiera decidir si deseaba tener hijos, cuándo y cuántos."
es,Anna_Jarvis,PER,Anna_Jarvis es quien instauró la celebración del día_de_la_madre como tradición.
es,día_de_la_madre,LOC,Anna_Jarvis es quien instauró la celebración del día_de_la_madre como tradición.
es,guerra_civil,LOC,La historia comienza con Ann_Reeves_Jarvis una mujer que durante la guerra_civil de EE.UU creó unos grupos de trabajos en el estado de West_Virginia con mujeres que se dedicaron a cuidar a los soldados y que reclamaban un mejor sistema_de_salud_pública.
es,EE.UU,LOC,La historia comienza con Ann_Reeves_Jarvis una mujer que durante la guerra_civil de EE.UU creó unos grupos de trabajos en el estado de West_Virginia con mujeres que se dedicaron a cuidar a los soldados y que reclamaban un mejor sistema_de_salud_pública.
es,West_Virginia,LOC,La historia comienza con Ann_Reeves_Jarvis una mujer que durante la guerra_civil de EE.UU creó unos grupos de trabajos en el estado de West_Virginia con mujeres que se dedicaron a cuidar a los soldados y que reclamaban un mejor sistema_de_salud_pública.
es,Reeves,PER,Reeves solía decir que debía existir un día de reconocimiento para las madres trabajadoras y el servicio que éstas prestan a la humanidad.
es,Anna_Jarvis,PER,"2 años después de su muerte, su hija, Anna_Jarvis, determinó lograría crear un día especial en memoria a su madre."
es,determinó,PER,"2 años después de su muerte, su hija, Anna_Jarvis, determinó lograría crear un día especial en memoria a su madre."
es,Día_de_las_Madres,ORG,"En 1907 empezó una campaña a favor de lo que llamó Día_de_las_Madres, y durante años envió cartas a congresistas, gobernadores, celebridades y personajes importantes, sin lograr mucha atención."
es,Jarvis,PER,"En la medida en que la celebración del día_de_la_madre se fue masificando y tomando una connotación cada vez más comercial, sobre todo para los vendedores de flores y tarjetas, a Jarvis le empezó a molestar y comenzó entonces una campaña para boicotear esta celebración que estaba desviándose de la intención inicial."
es,Incluso Jarvis llegó,PER,"Incluso Jarvis llegó a ser arrestada por realizar protestas ruidosas contra las florerías, que aumentaban sus precios en mayo y amenazó además con demandar a muchas empresas que lucraban con la celebración."
es,También,PER,También se pronunció contra las tarjetas que venían con textos pre_impresos: Una tarjeta_impresa no significa más que se es demasiado indolente para escribirle de puño y letra a la mujer que ha hecho por uno más que nadie en el mundo.
es,Ellsinore,LOC,"Ella y su hermana Ellsinore, usaron su herencia para hacer campaña en contra de las celebraciones comerciales del_día_de_la_madre."
es,Jarvis,LOC,"Jarvis consideraba que el Día_de_la_Madre era su propiedad_intelectual y legal, y no parte del dominio_público, asegura la escritora Katharine_Lane_Antolini."
es,PDG,ORG,"Las analogías expresadas por el diputado PDG son un peligro para la sociedad en la que habitamos, independiente del fin con el que se haya dicho y el origen histórico que tenga, estas frases van instalando, perpetuando y normalizando la cultura_de_la_violación."
es,¿Cuál,LOC,¿Cuál es la diferencia de la terapia_feminista y una terapia sin perspectiva_de_género?
es,¿,LOC,"Que en una psicoterapia sin perspectiva_de_género mujeres y hombres son tratados de manera individual, y los problemas personales no se llevan al terreno de lo contextual, lo social y lo político. ¿"
es,Abismante,LOC,"Porque como mujeres y hombres en una sociedad_patriarcal, las enseñanzas, la socialización de género, las presiones_sociales y, básicamente, la experiencia que tiene un género y otro son de una diferencia Abismante."
es,Llevamos,LOC,"Llevamos siglos luchando por dejar de ser cosificadas y sexualizadas y cuando hay profesionales de la salud_mental que promueven este tipo de cosas nos preocupa y nos parece grave porque perpetúa estereotipos_machistas y patriarcales que solo presionan a la mujer, la desvalorizan y la convierten en, literalmente, un pedazo de carne."
es,Izkia ¿No,PER,Es inaceptable que alguien que se jacta de sus conocimientos en los medios_de_comunicación tenga tan pocos recursos para intentar atacar a Izkia ¿No que es experto en el uso del lenguaje?
es,misoginia,LOC,"La libertad_de_expresión tiene límites que no pueden sobrepasar la dignidad de otro ser humano, menos con palabras cargadas de misoginia."
es,¿,LOC,Por otra parte ¿quién se cree usted para criticar el cuerpo de otra persona?
es,¿,LOC,Si lo que busca y admira es la belleza hegemónica ¿desde qué trono esta juzgando?
es,Típico,PER,Típico de hombres tan lejanos al ideal de hombre hegemónico que con mucha personalidad vienen a evaluar los cuerpos de las mujeres.
es,Izkia,ORG,Izkia y toda mujer puede usar la ropa que se le de la gana.
es,¿,LOC,¿Pueden los monumentos ser machistas?.
es,Mayra,PER,Mayra tenía 10.
es,Después,PER,"Después de la segunda vez que fueron por ella, tomó cartas en el asunto."
es,Karen_DuBois,LOC,"Karen_DuBois, directora del programa de la organización dedicado a las niñas, conocía de cerca su caso."
es,Mayra,PER,Mayra se había salvado.
es,Ingresó,ORG,Ingresó a Ingeniería_Forestal en la universidad privada de Petén.
es,Petén,LOC,Ingresó a Ingeniería_Forestal en la universidad privada de Petén.
es,Matemáticas,LOC,"Es la mejor de la institución en Matemáticas, Física, y aspira a convertirse en protectora de la naturaleza; ayudar a otras niñas para que no tengan que dejar el colegio por falta de recursos."
es,Física,LOC,"Es la mejor de la institución en Matemáticas, Física, y aspira a convertirse en protectora de la naturaleza; ayudar a otras niñas para que no tengan que dejar el colegio por falta de recursos."
es,China,LOC,La notoria ausencia de las mujeres en China.
es,Politburó,PER,El domingo se anunció la nueva cúpula del Partido_Comunista_de_China y por primera vez en los últimos 25 años ninguna mujer formará parte del Politburó integrado ahora por 24 hombres.
es,Chunlan,PER,"Conocida como la Dama de Hierro, por su rol de inspección_sanitaria durante la pandemia, Chunlan se jubiló y ninguna otra representante_femenina fue designada en su lugar."
es,China,LOC,"El Partido_Comunista ha dirigido China durante 70 años, y en ese tiempo ninguna mujer ha sido miembro del Comité_Permanente_del_Politburó de China, el pequeño grupo de 7 personas que dirige el país."
es,China,LOC,"El Partido_Comunista ha dirigido China durante 70 años, y en ese tiempo ninguna mujer ha sido miembro del Comité_Permanente_del_Politburó de China, el pequeño grupo de 7 personas que dirige el país."
es,Comité Central,LOC,"Por otra parte, en el nuevo Comité Central, parlamento del partido con 205 miembros, queda con 11 mujeres, un 4,9 del total."
es,China,LOC,"Los críticos afirman que en China las mujeres están consideradas como parte de la fuerza productiva y también como madres, esposas y trabajadoras, pero no participan de cargos de poder_político, y el gobierno del presidente Xi_Jinping estaría pronunciando aún más ese sesgo machista."
es,China,LOC,China ha implementado un sistema_de_cuotas desde 2001 que exige la presencia de al menos una mujer en los distintos niveles de gobierno y del partido.
es,Politburó del PCC,ORG,"Desde 1948, el Politburó del PCC sólo ha admitido a ocho mujeres."
es,Leo_Valencia,PER,"Indignación y profunda decepción provoca ver a Leo_Valencia una vez más jugando de titular en un nuevo Súper_Clásico, haciendo alarde así de la impunidad y del respaldo que tiene por parte de Blanco_y_Negro, del club_social, de la ANFP y de todo un sistema que permite que esto suceda. ¿"
es,ANFP,ORG,"Indignación y profunda decepción provoca ver a Leo_Valencia una vez más jugando de titular en un nuevo Súper_Clásico, haciendo alarde así de la impunidad y del respaldo que tiene por parte de Blanco_y_Negro, del club_social, de la ANFP y de todo un sistema que permite que esto suceda. ¿"
es,Qué,LOC,Qué señal está dando una institución tan popular e importante para muchos chilenos y chilenas como Colo_Colo? ¿
es,Valencia,LOC,"Su silencio es cómplice, su ex pareja Valeria_Pérez ya ha mostrado pruebas suficientes para dejar en claro que dice la verdad, es más, tras la primera denuncia luego de que el mediocampista la agrediera en 2013, ocasión en que Valencia reconoció los hechos, éste fue condenado el 28 de abril de 2014 a 60 y un días de presidio menor en su grado mínimo y en esa instancia cumplió la sentencia mediante la pena sustitutiva de remisión_condicional de la pena, es decir, quedó con firma mensual durante un año."
es,Justamente,LOC,Justamente por ser figuras públicas es que tienen una Responsabilidad social importantísima y no pueden bajar el perfil o ser indiferentes a situaciones tan graves como ésta!
es,Hinchas,PER,"Hinchas, periodistas deportivos e incluso algunas diputadas y senadoras se han pronunciado y exigen que Colo_Colo se pronuncie y tome medidas al respecto."
es,Colo_Colo,PER,"Hinchas, periodistas deportivos e incluso algunas diputadas y senadoras se han pronunciado y exigen que Colo_Colo se pronuncie y tome medidas al respecto."
es,todxs ellxs,PER,Nosotras como Rebelión_del_Cuerpo nos unimos a todxs ellxs y exigimos que este abusador sea separado del plantel y que la institución de señales claras contra la violencia_de_género. ¡
es,violencia_de_género,ORG,Nosotras como Rebelión_del_Cuerpo nos unimos a todxs ellxs y exigimos que este abusador sea separado del plantel y que la institución de señales claras contra la violencia_de_género. ¡
es,Ayer,ORG,"Ayer la justicia silenció a la familia de Antonia_Barra, les solicitó no publicar nada que tuviera el nombre de Martín_Pradenas y su familia."
es,él,PER,"Este señor es acusado de la violación de Antonia, según los audios de la víctima a una amiga, él fue quien la atacó. Hay otras 6 denuncias contra él por abuso_sexual y violación, y además hay un video donde se muestra a Martín forcejeando y tocando a Antonia sin su consentimiento, un video que no da para segundas interpretaciones."
es,atacó. Hay,LOC,"Este señor es acusado de la violación de Antonia, según los audios de la víctima a una amiga, él fue quien la atacó. Hay otras 6 denuncias contra él por abuso_sexual y violación, y además hay un video donde se muestra a Martín forcejeando y tocando a Antonia sin su consentimiento, un video que no da para segundas interpretaciones."
es,él,ORG,"Este señor es acusado de la violación de Antonia, según los audios de la víctima a una amiga, él fue quien la atacó. Hay otras 6 denuncias contra él por abuso_sexual y violación, y además hay un video donde se muestra a Martín forcejeando y tocando a Antonia sin su consentimiento, un video que no da para segundas interpretaciones."
es,Antonia,LOC,"Este señor es acusado de la violación de Antonia, según los audios de la víctima a una amiga, él fue quien la atacó. Hay otras 6 denuncias contra él por abuso_sexual y violación, y además hay un video donde se muestra a Martín forcejeando y tocando a Antonia sin su consentimiento, un video que no da para segundas interpretaciones."
es,Llama,PER,Llama la atención que la Justicia actúe tan rápido y eficazmente para defender los derechos de un acusado por múltiples abusos y violaciones y tarde tanto en hacer lo mismo con las víctimas.
es,víctimas,PER,Llama la atención que la Justicia actúe tan rápido y eficazmente para defender los derechos de un acusado por múltiples abusos y violaciones y tarde tanto en hacer lo mismo con las víctimas.
es,sufrió. Antonia,PER,"Antonia tenía 20 años cuando decidió quitarse la vida por culpa de la violación que sufrió. Antonia optó por una salida desesperada y nos dejó. ¿Cuántos abusos, violaciones y asesinatos más necesitan para comenzar a hacer justicia real? ¿"
es,dejó. ¿,ORG,"Antonia tenía 20 años cuando decidió quitarse la vida por culpa de la violación que sufrió. Antonia optó por una salida desesperada y nos dejó. ¿Cuántos abusos, violaciones y asesinatos más necesitan para comenzar a hacer justicia real? ¿"
es,Sube,PER,"Sube tu foto con el texto: Frente a la censura, somos tu voz Antonia."
es,Antonia,LOC,"Sube tu foto con el texto: Frente a la censura, somos tu voz Antonia."
es,Justicia_Para_Antonia,LOC,"Justicia_Para_Antonia para demostrar tu apoyo a esta causa, etiquétanos y te compartimos."
es,Norma,PER,"Él tenía una denuncia previa por violación en su contra, puesta por Norma, pero de todas formas el sujeto seguía en libertad y ejerciendo su labor."
es,Norma,PER,"Norma, antes que un uniforme, con todo lo que significó para nosotras ese uniforme en pleno estallido_social, es una mujer, que fue asesinada en manos de un hombre, y exigiremos justicia por su muerte."
es,ciudadanía,LOC,"Como Rebelión_del_Cuerpo nos preocupa que una institución que debería velar por la seguridad de la ciudadanía, no haya tomado medidas internas más drásticas ante la denuncia previa en contra del culpable de la muerte de Norma."
es,Norma,PER,"Como Rebelión_del_Cuerpo nos preocupa que una institución que debería velar por la seguridad de la ciudadanía, no haya tomado medidas internas más drásticas ante la denuncia previa en contra del culpable de la muerte de Norma."
es,Norma,PER,"Norma fue víctima de este sistema_patriarcal, más allá del oficio que eligió ejercer, al final ni su propia institución, ni la justicia pudieron reguardar su vida."
es,institución,LOC,"Norma fue víctima de este sistema_patriarcal, más allá del oficio que eligió ejercer, al final ni su propia institución, ni la justicia pudieron reguardar su vida."
es,Kim_Hak_soon,PER,"Kim_Hak_soon fue la primera mujer coreana en dar públicamente su testimonio sobre los horrores que sufrió mientras era una mujer_de_solaz, una esclava_sexual."
es,sufrió,PER,"Kim_Hak_soon fue la primera mujer coreana en dar públicamente su testimonio sobre los horrores que sufrió mientras era una mujer_de_solaz, una esclava_sexual."
es,Inspiradas,LOC,"Inspiradas por su coraje, otras sobrevivientes empezaron a hablar, se estima que unas 200.000 niñas y mujeres fueron llevadas a centros administrados por militares donde las esclavizaron sexualmente."
es,Día_Nacional,LOC,"Desde 2018, en Corea_del_Sur cada 14 de agosto se conmemora el Día_Nacional en memoria de las ex mujeres_de_solaz."
es,Kim,PER,En ese momento Kim se puso en contacto con un grupo de derechos_de_las_mujeres y dijo que quería contar su verdad.
es,Tenía,LOC,"Tenía tan sólo 17 años cuando fue llevada a una estación_de_confort y la convirtieron en una mujer_de_solaz, una esclava_sexual al servicio del ejército_nipón."
es,Nació,PER,"
 Nació en Jilin, al noreste de China, donde habían emigrado su mamá y su papá huyendo del dominio_colonial japonés en Corea."
