País;Codigo Legenda;Texto
Moçambique;*mocamb_cyber *legenda_11;Participação criminal contra a Polícia por interferência no direito a manifestação O Observatório das Mulheres depositou hoje, 31 de Janeiro de 2021, na Procuradoria da Cidade de Maputo, uma participação criminal contra agentes da PRM e da Polícia Municipal pela prática dos crimes de desobediência, prisão ilegal, requisição de força pública e difamação no quadro da manifestação promovido pelo Observatório e ActionAid, inviabilizada no dia 07 de Dezembro último. As ofendidas requereram ainda, nos termos do art. 58 da Constituição da República, do art. 80 do Código de Processo Penal, do art. 70 do Código Civil a responsabilização do Estado pelas práticas ilegais dos seus agentes. Neste acto as ofendidas são representadas pela Ericino de Salema & Associados Advogados a título pro Bono na convicção de que esta acção se reveste de carácter didático de responsabilização criminal em prol de todas e todos que futuramente queiram exercer o seu direito de manifestação sem temer aqueles que tem o dever de proteger. Esta acção ocorre um dia antes da abertura do ano judicial e nos próximos tempos poderá ainda ser desencadeada uma acção de responsabilização administrativa dos potenciais autores das ordens superiores ilegais que minam o exercício do direito a manifestação
Moçambique;*mocamb_cyber *legenda_12;Decorreu ontem (31 de janeiro de 2024),  a  Conferência_de_Imprensa de posicionamento que juntou 55 organizações da sociedade civil, movimentos e colectivos de mulheres e activistas sobre a libertação e posterior apreensão do Edson Nhassengo, assassino da Celina Nhambe. Esta campanha  tem como objectivo pôr fim à impunidade aos casos de assassinato de mulheres e raparigas à escala nacional,  instar as mulheres em posição de decisão, o Parlamento, no Judicial, nas confissões religiosas e nos mais variados espaços de poder e de participação parase unirem à campanha e acabar com toda esta violência.
Moçambique;*mocamb_cyber *legenda_13;Marcha de inicio dos 16 dias de Activismo realizada no dia 25 de Dezembro, com inicio na Praça da Independência e culminou  na Galeria do Porto de Maputo com o Festival que contou com vários artistas, organizada pelo Fórum_Mulher, Rede_Hopem e ROSC em Maputo.
Moçambique;*mocamb_cyber *legenda_14;Posicionamento público em relação aos direitos humanos em Moçambique e homenagem a todas as vítimas de violência, repressão e intimidação. Concentração: Sábado, 07h. Traga uma vela ou uma panela e uma colher de pau. Traje: camiseta branca ou preta
Moçambique;*mocamb_cyber *legenda_15;Intervenção da  Quitéria Guirengane, Secretária Executiva do Observatório das Mulheres mencionou  que..  achamos interessante não só apresentar a exposição digital  mas acima de tudo fazer uma chamada para acção e pedir este compromisso de todos actores_chaves. Fazemos esta chamada para incomodar até que se possa ouvir, queremos dizer  bem alto e convidar para que possa tornar  estes casos de violência praticado contra as mulheres em casos praticados contra toda a sociedade, apelamos, demandamos e exigimos que todos nós possamos assumir não mais como um caso que vai a julgamento, mas como um caso que é prioridade pra nós
Moçambique;*mocamb_cyber *legenda_16;"Mãe Áfricana/Ela não tem medo do que há de vir a acontecer amanhã;/ Ela acredita que pode não mais partir de manhã/ Mas mesmo assim, ela prepara suas forças e amamenta seu ninho/ Numa noite de guerra, sem carinho./ Das vezes que precisa chorar, ela não tem medo de chorar/ As mães de África aprenderam logo cedo que chorar é respirar a alma./ Os olhos precisam dizer o que nos mata e acalma/ As mães de África aprenderam também a moer as incertezas para as cozinha na panela da vitória./ Mãe Áfricana não sabe dizer adeus,/ Quando se vai em corpo, sua alma fica nos lembrando das suas lutas armadas./ Uma mulher africana é uma flor eternamente amada/ Em África, não se abandona as pessoas, Um dia precisamos delas!/ Quando se pode declarar uma vitória tão sólida sem as mulheres? / As mulheres não mentem/ Quando dizem que conseguem,/ Coragem de gerar, nenhum homem tem!/ Uma mulher corajosa é africana/ África dos nossos ancestrais/ África nossa também!/ Lizete Sitoe"
Moçambique;*mocamb_cyber *legenda_17;"Ecos da Convenção Nacional sobre o Estado das Mulheres em Moçambique que contou com a presença da Sua Excelência Presidente da Assembleia da República;  Dra. Esperança Nhiuane Bias, Sua Excelência Elsbeth Akkerman; Embaixadora dos Países Baixos, Maria Zé Artur; Coordenadora do Board do Observatório das Mulheres, Magnífico Reitor da Universidade Pedagógica Jorge Ferrão, Representante  do GAMCVV; Gabinete_de_Atendimento_a_Mulheres, Crianças Vítimas de Violência, Secretaria do Estado de Assuntos Sociais, Juízes, IPAJ Instituto_de_Patrocínio_Jurídico, (INE) Instituto_Nacional_de_Estatística, pelos Ministérios_da_Saúde, Ministério_de_Género, Criança_e_Acção_Social, Ministério_da_Justiça e Ministério_do _nterior, Organizações da Sociedade Civil, representante do (SPAS) Serviço_Provincial_de_Assuntos_Sociais, Activistas, Academia e Delegadas  provenientes de todas Províncias do País."
Moçambique;*mocamb_cyber *legenda_18;Decorre em Maputo de 19 a 23 de Setembro o 14° Congresso_Mundos_de_Mulheres. Sob o lema Feminismos_Africanos, construindo alternativas pra mulheres e para o mundo através de um corredor de saberes que cuida e resiste. Acompanhe amanhã, na tenda dos movimentos sociais a sessão Diálogo no Silêncio e seja parte da inclusão.
Moçambique;*mocamb_cyber *legenda_19;Não é apenas a missão da mulher cuidar do lar, é a missão do casal. Tudo é questão de reciprocidade. Cuidar do seu lar não reduz a sua masculinidade! Apelamos a todas as mulheres a pautar pela denúncia dos casos de violência
Moçambique;*mocamb_cyber *legenda_20;O Observatório_das_Mulheres realizou no dia 30 de maio, uma reflexão sobre segurança pública: Repensar a prevenção e combate ao desaparecimento de crianças, raparigas e mulheres no qual juntou diferentes actores das instituições do Estado, Sociedade_Civil, estudantes universitários e alunos do ensino secundário, a reflexão teve lugar na Escola Josina Machel, em Maputo. A sessão serviu para sensibilizar os detentores de poder sobre o crescente índice de raptos e sequestros, desaparecimento e assassinatos de mulheres, raparigas e crianças e buscar soluções para o enfrentamento desta problemática. Foram constituídos 2 painéis que discutiram respectivamente sobre O Estado de Segurança para mulheres e raparigas em Moçambique e Políticas_Públicas de Prevenção e Resposta: Onde estamos e para onde devemos ir. A reflexão colocou na agenda pública o debate sobre a problemática da violação dos direitos humanos das mulheres, raparigas e crianças com enfoque na questão do tráfico, desaparecimento raptos e assassinatos das mulheres e raparigas. Se manifestou o compromisso de todos os actores da realização de acções efectivas para a erradicação deste problema bem como para a melhoria do ambiente para o exercício dos direitos humanos das mulheres raparigas e crianças.
Moçambique;*mocamb_cyber *legenda_21;Moçambique é um país guiado por uma diversidade de convenções, políticas, estratégias nacionais e declarações internacionais e regionais. O nosso país instituiu um conjunto de mecanismos institucionais para promover a igualdade e o empoderamento das mulheres, operacionalizados através da Política_de_Género, da Lei_da_Família, da Lei _sobre_a_Violência_contra_as_mulheres, da Lei de prevenção e combate às uniões prematuras e, de outras políticas, estratégias e planos nacionais e sectoriais. No entanto, apesar da existência de inúmeros instrumentos legais de protecção as mulheres, são recorrentes os casos de violações de direitos humanos das mulheres como tem sido visualizado através dos meios de comunicação nacional que reportam diariamente casos de violações_sexuais de mulheres, raparigas e crianças, desaparecimentos e assassinatos de mulheres em locais públicos e privados. Na tua opinião, que medidas alternativas e eficazes podem ser tomadas para garantir a segurança efectiva das mulheres em Moçambique? Comente aqui
Moçambique;*mocamb_cyber *legenda_22;Me pediu perdão mas como eu vou esquecer que ele levantou a mão?/   Como apagar as noites onde seu lado da cama não me esquentava,  às inúmeras vezes que seu corpo exalava embriaguez e sem nenhuma sensatez entrava por aquela porta!/ Olha! Faz tempo que não ti vejo aqui/ É sim, minha mãe pode ter perdoado mas eu não esqueço do pedaço de vidro que a levaria para longe mim. / E, olha minha mente tem desenhado situações onde ela morria, eu ia junto e você sorria./ E talvez ela até já tenha pensado ir se jogar do terraço enquanto você andava em amassos. / Haaa podridão da terra, levantou a mão devia partir desta para pior sim.
Moçambique;*mocamb_cyber *legenda_23;O Amor é sinónimo de respeito e cuidado. Celebramos o dia São_Valentim refletindo sobre o verdadeiro  significado de amar. O significa amar para ti ? Deixe aqui o teu comentário. Cartaz produzido por: Organizações da Sociedade Civil, colectivos de movimentos e Activistas
Moçambique;*mocamb_cyber *legenda_24;Numa noite crua e nua decidiste te deitar/ Debaixo da lua sobre as nuvens Despiste o corpo, libertaste a alma para um belo desposar/ Sem proteção, corpo tombado/ Prazer desperdiçado, corpo castigado e desapontado/ Eis o mês do Amor, cuide de si e da sua saúde./ Um momento de prazer sem proteção pode te custar a vida! Se proteja./ De: Aissa Abdul Karimo
Moçambique;*mocamb_cyber *legenda_25;Decorre hoje dia 19 de dezembro em Maputo, a Convenção Nacional sobre o Estado das Mulheres no sector Informal. A convenção conta com intervenientes e participantes oriundos de Instituições Estatais, Organizações da Sociedade Civil, Activistas, jovens e mulheres do sector informal. Constitui  objectivo desta convenção discutir e refletir sobre os desafios das mulheres no sector informal e conjuntamente buscar alternativas que contribuam para um comércio informal sustentável.
Moçambique;*mocamb_cyber *legenda_26;"A Assembleia da República aprovou na passada quinta_feira (dia 03 de agosto) a proposta da revisão da lei de trabalho e traz algumas inovações como: 1.  Acrescenta o período de licença de maternidade 60 para 90 dias a trabalhadora tem direito além das férias normais, a uma licença por maternidade de 90 dia consecutivos que pode ter início 20 dias antes da data provável do parto e já o homem tem direito a uma licença por paternidade de 7 dias, iniciada no dia seguinte ao do nascimento da criança; 2. Assédio e suas penalizações (Quando o assédio for praticado pelo empregador, superior hierárquico ou mandatário e confere ao trabalhador direito a indemnização de 20 vezes o salário mínimo do sector de actividade, sem prejuízo de procedimento judicial) 3. Horário de Trabalho em regime de Alternância Fonte (Rádio Moçambique) o que acha a respeito da proposta de lei revista ?"
Moçambique;*mocamb_cyber *legenda_27;Acontecendo o primeiro Desabafo das Saturadas que é uma roda de conversa que junta mulheres que desabafam e partilham as suas histórias.
Moçambique;*mocamb_cyber *legenda_28;CNDH presta Solidariedade as manifestantes A Comissão_Nacional_dos_Direitos_Humanos, entidade de direito público, se aproximou ao Observatório_das_Mulheres e a ActionAid para prestar Solidariedade as activistas envolvidas na Manifestação boicotada pela Polícia e demonstrar interesse em seguir o caso. Algumas das activistas violentadas reportaram a CNDH os abusos, tratamentos cruéis, desumanos e degradantes protagonizados pelos Agentes da PRM e da Polícia_Municipal que dirigiam a acção de desobediência e abuso de poder.
Moçambique;*mocamb_cyber *legenda_29;Teatro sobre uniões prematuras no mercado Goto, em Sofala O grupo Nyafuza realizou uma sessão teatral sobre uniões prematuras no mercado Goto, cidade da Beira, na província de Sofala. Se trata de uma peça onde o pai de uma menor de 14 anos pretende forçar a sua filha de 14 anos de idade a uma união. A união foi abortada por um primo que explicou ao pai da menor que se tratava de um crime. A apresentação da peça teve lugar a 11 de Abril e contou com a presença de oficias do Gabinete de Atendimento a Família e Menor Vítima de Violência (GAFMVV), comerciantes e a população local. Na sessão, coordenada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC), houve também sensibilização por parte do GAFMVV, que abordou sobre os mecanismos de denúncias e a lei que previne e combate as uniões_prematuras. Se refira que a sessão teatral é realizada no âmbito do projecto: Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas, realizado pelo Fórum_Mulher e parceiros do Programa_de_Apoio_aos_Actores_Não_Estatais (PAANE), que conta com apoio da União Europeia em Moçambique.
Moçambique;*mocamb_cyber *legenda_30;Necessidade de reforço de consciencialização nos distritos do interior de Cabo Delgado. As mulheres e raparigas residentes nos distritos mais recônditos da província de Cabo Delgado carecem de mais informações sobre os direitos sexuais e reprodutivos, disse Augusta Iaquite, coordenadora da Associação_Moçambicana_De_Mulheres_de_Carreira_Jurídica (AMMCJ). Temos os distritos de Balama, Namumo , Chiúre, onde se formos mais para o interior encontramos miúdas de 10 anos grávidas, que não estão a estudar por isso é importante reforçar as informações, nessas zonas, disse Augusta Iaquite. Augusta Iaquite falava virtualmente a 11 de Outubro, por ocasião do dia Internacional da Rapariga a partir da cidade de Pemba, na província de Cabo Delgado, norte do país. No interior há muitas raparigas a serem violadas os direitos e isso acontece desde sempre e a situação piora, acrescentou. Temos zonas em que não tem problemas de insurgência, mas se formos a avaliar podemos encontrar casos mais graves em relação as zonas de insurgência, disse. Caso alguma activista diga que ela deve ir a escola, a resposta é: o meu irmão é que tem direito de estudar, ele é que deve ir a escola, relata, acrescentando que os pais dizem  é minha filha, eu é que mando. A AMMCJ trabalha no âmbito do projecto: Enriquecendo a participação activa da sociedade civil,para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa_de_Apoio_os_Actores_Não_Estatais (PAANE). De acordo com Augusta, é necessário educar igualmente os pais sobre os Direitos_Sexuais e Reprodutivos, igualmente. A falta de conhecimento leva a situações graves, vemos raparigas a serem transferidas com urgência quando entram em trabalho de parto, umas sobrevivem e outras não. Algumas contraem fistulas obstétrica, relata. Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação_de_Mulheres_Paralegais_de_Tete (AMPT), SOPROC, e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União _Europeia em Moçambique, no contexto do PAANE II.
Moçambique;*mocamb_cyber *legenda_31;Mais uma vida, de uma mulher, foi tirada. Mais uma mulher foi vitima do Feminicídio, da caça as pessoas somente pelo facto de ter nascido mulher. Até  quando vamos ter que ver as vidas das nossas irmãs, primas, vizinhas, cunhadas, amigas ou conhecidas a serem tiradas como de algo sem valor se tratasse. Até quando vamos continuar a negar que as mulheres estão a ser caçadas e ninguém de direito toma acções concretas. É preciso mudar, agir, tomando acções concretas que punam e responsabilizam os promotores de toda a violência contra as mulheres. É preciso educar a sociedade a compreender que homem e mulher são seres humanos do mesmo jeito, que a mulher não é um objecto, muito menos propriedade de alguém. É preciso ensinar a pais e os padrinhos que uma filha pode e deve voltar para casa quando o casamento ou a relação não for satisfatória. Que as mulheres não as únicas responsáveis por manter uma relação em pé. Que a Wukate a nva khandzi hi mbilu, que pode desistir sem medo nem vergonha. E que os pais estejam sempre abertos para as receber. Que o simples de facto de abrir a porta de casa para ela voltar pode lhe salva a vida, alias, mais vale voltar de mão abanadas do que num caixão.
Moçambique;*mocamb_cyber *legenda_32;Teatro sobre uniões prematuras em na Escola Secundária de Metuchira O grupo teatral Anjos da Guarda realizou uma peça de teatral sobre uniões_prematuras na Escola Secundária de Metuchira, no distrito de Nhamatanda, na província de Sofala, a 31 de Março. A peça teatral foi organizada pelo Rede_de_Protecção_da_Criança em Sofala (SOPROC) no âmbito do projecto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o Empoderamento das mulheres e Raparigas do Programa de Apoio aos Actores Não Estatais (PAANE). A peça retrata uma situação em que pais de uma menor de 13 anos entregam sua filha para um casamento forçado com um senhor de 40 anos em troca de dinheiro e bens materiais. No processo de entrega da menor para o suposto marido, um director da escola local cooperou com a união_prematura. Contudo uma activista identificou o caso e encaminhou para as autoridades competentes e todos foram responsabilizados pelos seus actos. Estiveram no local para assistir a peça teatral cerca de 1500 alunos das 7ª a 12ª classe, dos 14 a 22 anos, 5 professores e 2 pontos focais da SOPROC do distrito. Se refere que o projecto é implementado pelo consórcio composto pelas organizações Fórum_Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica (AMMCJ), Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_Organizações Femininas_do_Niassa (FOFEN), Associação_de_Mulheres_Paralegais_de_Tete (AMPT), Rede_de_Protecção_da_Criança em Sofala (SOPROC), e o Centro_Informazione_e_Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União_Europeia em Moçambique, no contexto (PAANE II).
Moçambique;*mocamb_cyber *legenda_33;Roda de conversa sobre histórias de violência em Inhamizua Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua,  Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de activismo sobre a violência praticada contra Mulheres e Raparigas. A roda de conversa foi organizada pela SOPROC em representação do consórcio no âmbito do projecto PAANE II, financiado pela União_Europeia. A actividade foi marcada por dança como boas vindas, por parte das mães e raparigas da mesma comunidade. As participantes partilharam histórias de violências na vizinhança e como elas se  apoiavam nos encaminhamentos dos casos. Estiveram presentes um total de 15 beneficiárias (10 mulheres, e 5 raparigas).
Moçambique;*mocamb_cyber *legenda_34;Sessão online sobre empoderamento Realizou_se nesta quarta_feira uma sessão online para empoderamento às activistas da província de Niassa, Cabo Delgado e Inhambane. Se trata de uma sessão de reforço em matérias de empoderamento para que as activistas tenham mais conhecimento e melhorar as intervenções no combate à violência_baseada_do_género, uniões_prematuras e acesso aos abortos seguro. As beneficiárias foram activistas do Fórum_das_Associações_Femininas_de_Inhambane (FAFI), Fórum_das_Organizações_Femininas_de_Niassa (FOFEN) e Associação_Moçambicana_de_Mulheres_de_Carreira_Jurídica. A sessão foi realizada no âmbito do projeto Enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não estatais (PAANE).
Moçambique;*mocamb_cyber *legenda_35;Aprenda a reconhecer um relacionamento abusivo, isso vale para a vítima  para quem conhece uma vítima.  Não fique calada, busque ajuda, não te culpes, liberte_se. Não tenha medo de ficar sozinha, é melhor sozinha do com alguém que não te respeita, que não te valoriza.
Moçambique;*mocamb_cyber *legenda_36;Associação das Mulheres Para_legais de Tete sobre Uniões Prematuras  e Violência baseada em gênero   no Parque de Moatize Infantil de Moatize As ativistas da Associação das Mulheres Para_legais de Tete (AMuPT) realizaram uma palestra sobre uniões prematuras, Violência Baseada no Gênero (VBG) aos jovens e adultos que visitavam o Parque Infantil de Moatize. Selmira Santos e Ruquia Zainadine convidaram os visitantes do parque para se juntarem e assistir à palestra sobre as matérias. Na atividade estiveram reunidas mais de 30 pessoas para consciencializar_lhes sobre a  Violência baseada em gênero e Uniões prematuras.
Moçambique;*mocamb_cyber *legenda_37;Debate radiofónico sobre interrupção voluntária da gravidez na Rádio Pax A Rede de Proteção da Criança em Sofala (SOPROC) participou de um debate radiofônico na Rádio Pax, da cidade da Beira, para abordar a importância da Interrupção voluntária da gravidez nas unidades sanitárias. O debate de cerca de uma hora visava desencorajar aos ouvintes e a população em geral a nível do distrito a optarem pelo aborto inseguro sem cuidados de profissionais de saúde. Neste contexto foram abordados aspectos como o uso de métodos contraceptivos, que vão desde o uso de implantes, pílulas, preservativos, dispositivo intra_uterino entre outros. O debate foi realizado no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de Apoio aos atores não estatais (PAANE), que conta com apoio da União Europeia. O debate decorreu no dia 07 de Junho do presente.
Moçambique;*mocamb_cyber *legenda_38;Conflito agudiza tabu sobre aborto em Cabo Delgado. Abordar o assunto do aborto (seguro) com as mulheres e raparigas na província de Cabo Delgado se tornou mais difícil ainda, devido ao conflito e tabus religiosos, contou Augusta Iaquite, ativista da A Associação Moçambicana das Mulheres de Carreira Jurídica (AMMCJ). A província enfrenta sérios problemas de deslocação de mulheres por conta do terrorismo. Há muitas mulheres sem palavras no seu lar. Trazer o tema aborto é um pouco difícil, disse Augusta Iaquite. Augusta Iaquite falava com os membros do Fórum Mulher alusivo ao Dia Internacional para Acção do Aborto Seguro, que se assinalou a 28 de Setembro. Pelas perdas que aconteceram na guerra, que já dura há seis anos, a alegação tem sido: de tantos filhos que perdemos durante a guerra vocês estão a trazer_nos essas palavras? Isso é crime religiosamente e legalmente, explicou a activista. Augusta optou por falar com os líderes comunitários de que as mulheres têm sim direito de decidir pelo seu corpo. A Associação Moçambicana das Mulheres de Carreira Jurídica  trabalha no âmbito do projeto enriquecendo a participação activa da sociedade civil para promoção da Igualdade de Género e o empoderamento das mulheres e raparigas  do Programa de Apoio aos Atores Não Estatais (PAANE). O projeto trabalha na luta contra a violência baseada no gênero, combate às uniões prematuras e assistência para realização do aborto seguro. O peso da religião é enorme: estão a incentivar as mulheres a destruir aquilo que é divino, que é ter filhos, reitera. Há muitos abortos clandestinos não registados, só ouvimos fulana morreu porque estava a tentar abortar a gravidez, relatou. As funcionárias das unidades sanitárias exigem valores financeiros às mulheres que decidem optar pelo aborto seguro, o que acaba afugentando_as, explicou. Refira_se que o projeto é implementado pelo consórcio composto pelo Fórum Mulher, WLSA Moçambique, ROSC, AMMCJ, FAFI, FOFEN, Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do PAANE II
