País;Codigo Legenda;Texto
Inglaterra;*ing_cyber *legenda_11;for most couples, date night is something to look forward to, but just over a year into my relationship with my ex partner, the prospect filled me with dread. i knew that once we would finished getting ready for a night out together, i would be greeted by a sullen face and endless shaming comments about my fashion and beauty choices, which he insisted were designed to command attention from other men. Jonah Hill and Darius Daulton Jackson have come under scrutiny for allegedly trying to control how their female partners present themselves.
Inglaterra;*ing_cyber *legenda_12;Brinta Ponnuthurai, known online as Brynta Ponn, has racked up more than 100,000 followers on Instagram thanks to her message of body_confidence, but that self_esteem was not always present. growing up as a south asian girl in toronto, canada, she faced judgment for her skin, which led to her experiencing deep hatred and resentment towards her appearance. through a process of unlearning the toxic messages we are told about our skin, practising gentleness and refusing to hide away, she worked her way from self hatred to absolute self love.⁠ we chatted with the influencer about her journey to skin freedom.
Inglaterra;*ing_cyber *legenda_13;why are women expected to dress sexy while men are not? because how we understand sexy in our culture is all about the male_gaze. in a patriarchal culture, failing to meet the male_gaze, demonstrating sexual agency as a woman, or not conforming to a narrow set of beauty standards are all met with sexist backlash. the sucess of women under the patriarchy is tied to how fuckable they are. woman can not simply opt out of this, no matter what choices individual women make about the way they dress or behave, the choices of women choices would still be limited by the desires of men. the way that women conduct themselves in a sexist society, even when problematic, is not worth critically analyzing without attention to the wider context of the patriarchical system we are trying to survive and thrive within.
Inglaterra;*ing_cyber *legenda_14;our society values physical attractiveness, but our cultural construction of femininity places a premium on beauty and body size, as an integral aspect of what is valuable.
Inglaterra;*ing_cyber *legenda_15;too fat. too thin. too tall. too small. too pale. too dark. too old. too wrinkly. too big. too little. too hairy. is not it all exhausting? imagine pouring all the energy it takes to hate yourself into creating some peace for yourself. imagine using that energy to change the world. not sure how long it will late but for now let us take a break.
Inglaterra;*ing_cyber *legenda_16;another week, another case of men publicly prescribing and shaming female sexuality. by now i am sure most of you would have seen or heard about the single wap  by Cardi B and Megan Thee Stallion, and probably the predictable backlash and distress it seems to have caused many cis straight men. funny how when a man talks about and sexualises a woman, it is ok, it is hot, it is  what we are programmed to see. but when a woman starts owning and reclaiming her sexuality, her body, and shock horror. talking in a sexual way, it is suddenly shameless and disappointing on a personal and moral level. why do we hold women in the media and popular culture to different standards than men? and also who the fuck cares. i am bored of the male_gaze, and i am wholly here for the roles reversing. from Ben Shapiro citing misinformation about the hygiene of women to Russel Brand mansplaining feminism, it shows how we are still very much living to the double standards and pitfalls of the patriarchy.⠀
Inglaterra;*ing_cyber *legenda_17;no matter what you think about this kind of advertising, the bottom line is that there is a very blatant double standard in the censorship of fka twigs. the body of women, and specifically the colour bodies of women have been over sexualised and hyper sexualised for centuries. meaning that nudity equals sex or in this case? equals serious offence. there is a clear double standard here, with it is roots in sexism and racism
Inglaterra;*ing_cyber *legenda_18;do you ever feel like no matter what you do, you are being sexualised? whatever you wear, whatever your job is, whatever you eat, you drink, however you live your life as a woman or marginalised person, it can be twisted a certain way? well, you are not alone.
Inglaterra;*ing_cyber *legenda_19;last week, the Angiolini inquiry report into the circumstances that led to the murder of Sarah Everard,  was published, concluding that Wayne Couzens should never have been a police officer, as her family insisted that Sarah died because he was a police officer, she would never have got into a car of a stranger.⁠ now, the new documentary of bbc Sarah Everard: the search for justice, made in close collaboration with the Everard family, delves deeper into investigating her murder by the metropolitan police, looking at how this devastating crime unfolded and the impact that was felt across the country.⁠ Amy Beecham, writes how the documentary, is a harrowing but important reflection on the extent of violence_against_women and girls in our society.
Inglaterra;*ing_cyber *legenda_20;according to domestic_abuse charity refuge, one in three united_kingdom women have experienced online abuse or harassment. currently, the online safety bill, which includes protections against cyberflashing and deepfakes, is on its way through parliament in a bid to change the murky laws around the way perpetrators can be prosecuted for digital crimes.⁠ in her new bbc documentary asking for it? actor and comedian Emily Atack reveals her own experience of online sexual_harassment, which ranges from explicit images to rape threats, all while wrestling with the harmful internal narrative that it is somehow her fault. ⁠i noticed, particularly in lockdown, that there was a huge rise in the amount of dick pics i was being sent, she says. my whole life i have kind of struggled with male_behaviour towards me, but this was something even more intense. when i am being sent videos and sexually_violent language, i am being sexually_harassed every single day of my life, at home, with my phone in my hands.
Inglaterra;*ing_cyber *legenda_21;on a historic night that should have been about what women can do, not what they look like, singer Becky Hill was the victim of body_shaming trolls.⁠ i am also sorry you think that what i was wearing devalued my talent and wanted me to be more covered up to be a role model for body_confidence to young women. as you can read, that is an oxymoron, she said.⁠ Hill described her final show performance as one of the biggest moments of my career, adding that she will remember that moment until the day she die.⁠ it was an absolute honour to open up such an iconic and a historic moment for women in football, and perform in all my popstar glory.⁠
Inglaterra;*ing_cyber *legenda_22;as someone who is 5,8 i have experienced rejection from men due to my height plenty of times, I have in the past wished i was shorter so more men would see me as dating potential. i have never been particularly concerned about the height of men myself but when i have dated men a couple of inches shorter than me, i have noticed how odd people think it is. people make all kinds of judgements about relationships and the gender of people roles based on the height people. i have certainly found myself doing like princess Diana and trying to shrink myself around men who are shorter than me. my current boyfriend is the same height as me and i think it is great being able to see eye to eye with no neck straining. height preferences in dating is so common and so normalised, especially in heterosexual relationships, and like other preferences it is worth considering where it comes from: do you feel uncomfortablely big around men who are shorter than you, like you are taking up too much space or taking on a more masculine role? do you see taller men as being more masculine or more of a protector or more of a man? no one is forcing anyone to dating someone they do not want to, it is just always worth in life considering where your desires come from and if they are really as innate as we tend to think they are.
Inglaterra;*ing_cyber *legenda_23;it feels weird posting this because 32 really is not that old, but a 28 year old went viral on tiktok with a similar video where loads of teenagers were freaking out about ageing in the comments. when you are a woman, you are either too young or too old. you are expected to hate your skin, hate any changes, and hate any sign of ageing, even though ageing is an inevitable part of life. i have so many memories of women in my life telling me how lucky i have to have young skin and tearing themselves apart. i do not want to feel that way, i want to feel neutral and be able to enjoy and live my life, free from the fear that my skin might not fit a certain ideal. demonising ageing is one of the many ways the patriarchy keeps women in their place, the more wisdom and experience you gain, the less valuable and worthy you are. it divides women into categories and pushing them into living in fear of the passage of time. it pushes women to spend time, money, and energy agonising over their skin. women fear ageing for good reason. older women face economic and social discrimination. women who do not wear makeup face economic and social consequences. women who do not fit into the narrow ideals of patriarchy face discrimination and violence.
Inglaterra;*ing_cyber *legenda_24;one of my earliest baby feminist memories is being interrupted by my grandmother while playing and asked to go help with set up for dinner in the kitchen, when i pointed out that my older brother have not been asked, just me and my sisters, i was told to stop being difficult. you better believe i dragged my brother into that kitchen so fast. to his credit, he also realises how unfair that was and is raising his son different.
Inglaterra;*ing_cyber *legenda_25;i was working in a busy emergency department, when a man came in who was caring for his brother with learning difficulties. the man with learning difficulties was in a terrible state, and clearly had not been cared for properly as his clothes were soiled and he had dried faeces on his legs. i asked the brother to step out so i could complete personal care for the man, but he refused stating, he does not need privacy. i asked the man with learning difficulties if he was comfortable with his brother staying, and he said he was. i began to undress the man, and when i bent over to pick up a towel from the floor the brother said, you are giving me ideas, bending over like that. i have always had a thing for nurses. i told the man how inappropriate his comment was, but he still refused to leave the room. i continued with personal care, and although no further comments were made, i felt intimidated and frighted, and i could feel his eyes on me the whole time. i told a senior member of staff about the incident and they simply said, unfortunately it is just one of those things. it happened less than a year into being a qualified nurse.
Inglaterra;*ing_cyber *legenda_26;as a postwoman, i get catcalled and shouted at by workmen most days of my working week. some weeks it is every single day. it got to the point at the beginning of this year where i was having to fight off panic attacks whenever i was delivering to houses having work done. i would feel my gut twist as work vans past me, anticipating the shouts, leers and invasive comments about my body. last week a middle age man was parked across the driveway of a house i was delivering to, he leaned out of his window and said, girl, you need to stop moving so fast, your body is making me sweat. i avoided the house for the rest of the week. i felt embarrassed, uncomfortable, and in light of the recent news regarding Sarah Everard and the outpouring of stories from women who have experienced harassment and violence at the hands of men, i now feel scared and unsafe. i smile and carry on walking, even though smiling at them is the last thing i want to do. if i do not respond i get shouted at more, or laughed at, so smiling is just the easiest option. i am tired of being treated like this just for being a woman. like my male colleagues. i am literally just trying to work, trying to pay my bills.
Inglaterra;*ing_cyber *legenda_27;this morning i did an interview with lbc radio about the death of seduction stemming from the ban of the song baby it is cold outside. where i was repeatedly asked, how many times can a man ask a woman to stay over after her saying no. and the bottom line of the question being, can not men seduce women anymore? firstly, how many times do women need to say no before they are listened to? and honestly, if a woman really wanted to stay the night, you would not have to ask her 5 times. there is this myth that has been repeatedly told to us in films and music, which is if you ask a woman enough, eventually she will just give in and say yes. my question is this, how seductive is it really, if the woman is repeatedly saying no?
Inglaterra;*ing_cyber *legenda_28;speaking about the column written by Jeremy Clarkson, prince Harry said: what he said was horrific, and it is hurtful and cruel towards my wife, but it also encourages other people around the united_kingdom and around the world, men particularly, to think it is acceptable to treat women that way. to use the words of my stepmother, there is a global pandemic of violence_against_women. ⁠the sun said sorry, but what for? a spokesperson for Harry and Meghan said the statement was a public relations stunt and that the sun had not reached out to Meghan. the sun mentioned the strong response to Clarkson column, but made no mention of the actual impact of what he called a clumsy reference. it is difficult to take an apology as sincere when the body issuing it will not say exactly what it is for. ⁠how can we start to unpick the deeply woven culture of anger, hatred and violence towards women if we do not acknowledge the impact of these seemingly less serious moments? how can we make women feel safer when we let things slide? ⁠
Inglaterra;*ing_cyber *legenda_29;i have, in my time, attracted a fair few frenemies, both men and women. they have varied widely in terms of background and character, but the one common feature is that they made me feel being their friend was a precious and unparalleled gift,  the equivalent of the toxic partner who tells you that you will never find anyone who loves you like i do. it takes years of recovery to realise you will not, and that this is a good thing because the way they loved you was unhealthy and controlling and not a little narcissistic.
Inglaterra;*ing_cyber *legenda_30;running is a way for people to take control in a way they perhaps can not with their love life and careers. you are not relying on someone else, or something external. you can work towards a milestone, build a habit and see the fruits of your labour very quickly. running is booming among women in their 20s and 30s, and it is easy to see why. when traditional milestones like marriage, motherhood and property feel out of reach, signing up for a half marathon satisfies our need for achievement.
Inglaterra;*ing_cyber *legenda_31;many people will think to themselves well I would leave him if he spoke to me like that. but that is why love bombing is a key stage of the pattern of emotional abuse. love bombing is characterised by excessive attention, admiration, and affection with the goal to make the recipient feel dependent and obligated to that person. it is a manipulative_tactic. it makes you feel special, needed, loved, valuable, and worthy, which are all the components that contribute to and increase a persons self_esteem. in the love bomber stage, everything seems perfect. you have all the validation and affirmation you have ever wanted. but then, after the love bomber has gained your trust, the switch happens, and behaviour like this emerges. the conning,manipulation, and abuse begin. like a switch, this person who once made you feel like so good starts to belittle, control, and devalue you. and because you had a taste of how it could be in the love bombing stage, you are more willing to give them leeway and make excuses. you think well if I am just less annoying, he will return to the lovely man I first met. they do not return except temporarily, it only gets worse. victims of this behaviour will often feel very confused and mentally all over the place. this is by the perpetrators design. it is never your fault.
Inglaterra;*ing_cyber *legenda_32;there is typically an escalation in abusive_behaviours as the abusive_partner becomes comfortable with abuse, know they can push the boundaries and often as a considered response to increase or maintain control over the other person. many people dismiss acts like punching a wall as well I did not hurt anyone so it does not count or even well I did not hurt anyone so it is a good action because they see it as releasing their anger without punching a person. many people dismiss it as men just being out of control or even as a healthy expression of anger because boys will be boys. if someone genuinely can not help themselves from smashing stuff when they are angry, they need anger management therapy. punching a wall is violent and it is a huge red_flag, one you should run from. destroying your belongings shows a desire to hurt you. domestic_violence is born from small changes in already violent_acts. abusive words and threats escalate, smashing stuff escalates, pushing escalates, and punching escalates. femicide does not happen out of nowhere. smashing things is listed as a type of domestic_violence by the national domestic_violence hotline for a reason.
Inglaterra;*ing_cyber *legenda_33;in relationships, both partners should support the other to learn and grow, but too many men are entering adulthood and entering romantic_relationships without the basic skills needed for successful healthy_relationships. this fails men, and it fails the women who have to put in the labour, energy, and patience needed to make their relationship with this man that they love work. in times gone by, this dynamic was not challenged. women were told not to expect much emotional_support from their partners and to just be happy with that. after all, you did not have much choice. but now we expect relationships full of love and connections, we deserve those relationships, and for that to be possible, the skills of emotional intelligence, communication, empathy, and listening are needed. women who, from a young age, are expected to learn these skills, are more likely to enter into adult romantic_relationships already equipped with them, men are not. but these skills are not inherent, they can be learnt. men are perfectly capable of learning them themselves and not putting all that emotional_labour onto their current or future partners. because love only goes so far, women will not be sticking around to grow a man anymore. we expect them to be fully grown.
Inglaterra;*ing_cyber *legenda_34;as someone who was in a relationship with a man 10 years senior in my early 20s, much of this case for marrying an older man reads like a list of red_flag.the first one that really hit home, was the describing of an other half not as a partner, but as my mentor, lover, and in only certain contexts, my friend. when my relationship ended, something I had told myself throughout was that he was more of a mentor to me than a partner. the problem with this was, with a 10 year age, earnings and work experience gap, there was a huge power imbalance. yet one of the most obvious things in this article is the security and romance the author writes about does not come from an age gap, it comes from a wealth gap, which makes it read like a modern version of a 1950s housewife manual for finding a good husband.  I am aware we are in the midst of a cultural pivot back to traditional values, anti feminism, the stay_at_home girlfriend and tradwives. did these ever really leave? and I am not going to sit here and tell people to not marry rich or work, women should be able to do what they want. however there is a more pressing case to be made for looking out for signs of coercive, emotional and financial control. according to surviving economic abuse: 1 in 6 women in the united_kingdom experience financial_abuse in a current or former relationship. 95_percent of women who experience abuse report experiencing financial_abuse. more than half of women experiencing domestic_abuse said they had no money so could not leave. this is a grim reality for countless women and worth mentioning if we are having the marrying rich convo. I live in an apartment whose rent he pays and that shapes the freedom with which I can ever be angry with him. I am sure there are many benefits to marrying rich, but at what cost?  when the house of cards is built on youth, beauty and mentorship, what happens when we grow up, our bodies change, or we eventually want a career or financial_freedom? i fear this article does not make a case for marrying older, it makes a case for finding financial_independence and a partner who does not treat you like a pet.
Inglaterra;*ing_cyber *legenda_35;to celebrate valentines we want to reminisce over some of the worst toxic_relationship ideals we have been fed in films about how romance or acts of love are supposed to look. despite their sins, I do have a soft spot for basically all of these movies. but i think that is just my unshakable nostalgia. either way, rewatching them is a wild experience! this is very much a non exhaustive list so please add more and let us know what you think in the comments.
Inglaterra;*ing_cyber *legenda_36;he bludgeoned his heavily pregnant wife to death, but sure, he sounds like a gentle golden retriever kinda man. when will we stop glorifying and humanising men who murder their wives and entire families? it is entirely unhelpful, and feeds into already dangerously prominent myths about abusive_relationships and how they present.
Inglaterra;*ing_cyber *legenda_37;women are publicly and privately shamed on what feels like an hourly basis if they do not adhere to societal_expectations around motherhood. Sophie Turner and Joe Jonas have filed for divorce, and the conversations around this particular celebrity breakup have been harsh, shaming and undoubtedly sexist.
Inglaterra;*ing_cyber *legenda_38;more than half of working_mothers have experienced some form of discrimination, either during their pregnancy, maternity_leave or upon their return to the workplace.⁠ the charity, which aims to eradicate the motherhood penalty, teamed up with women in data to survey more than 24,000 parents, uncovering the workplace discrimination that women face after becoming mothers.⁠
Inglaterra;*ing_cyber *legenda_39;it is expected that women have some sort of instinctive desire to have children and somehow also know how to take care of them, regardless of needs, wants, or experience due to maternal_instinct. and while wanting to have children and take care of them is great, the idea that just because you are a woman you should instinctively know what to do with them is unrealistic and adds a whole lot of unnecessary anxiety and stress. on the flip side, it is expected that men will be useless with all children including their own and that they will not be the primary caregiver, that is why it is daddy daycare and I hope he will be ok left alone with the baby. it leads to men who exhibit any kind of child care skills being highly praised.
Inglaterra;*ing_cyber *legenda_40;well done Paige for rejecting the mother_role so many men put women into in relationships! the mother_role  is forced on women who have immature, lazy and or emotionally stunted male partners. within femininity motherly characteristics are put on a pedestal: tolerance, gentleness, caring, nurturing, sensitivity, nurturance, deference. these can be wonderful qualities but not when they enable men to take advance of women. mothers are always supposed to put everyone else first, they are not to be selfish or demanding or aggressive. women in this role are responsible for doing all the emotional_labour and often domestic_labour in heterosexual relationships, constantly working on things like communication and connectivity. reinforcing the idea that a good girlfriend or wife is one that constantly tries to fix a man is not only gross but harmful. it teaches women that it is their duty to not only accept male_behaviour that is unacceptable but to take on responsibility for it, responsibility that should be on the mans shoulders.
Inglaterra;*ing_cyber *legenda_41;more and more women are unsure if they want children or sure that they do not and some people just can not get their heads around it. so many people just assume that all women are desperate for child because is not that the whole point of women?! but it is more common for women to be unsure than men. a poll from 2013 found that more than 80_percent of men said they would always wanted to be a father or at least thought they would be someday. just 70_percent of women felt the same. is it any wonder when women are asked to sacrifice so much to be mothers? our health, our careers, our unpaid_labour. society does not support mothers, it would much rather shame women who choose to opt out.
Inglaterra;*ing_cyber *legenda_42;the campaign to get misogyny recognised as a hate_crime has been a long one, but now women in england and Wales are being asked to share their experiences of gender_based harassment, assault and abuse. by submitting your own stories, you could help shape future government policy on misogynistic hate_crime.
Inglaterra;*ing_cyber *legenda_43;Roe v Wade has been overturned. we are outraged and heartbroken for the women of usa. the supreme courts ruling is more than a life changing regression on reproductive_rights, it threatens the foundations of equality, the autonomy women have to make decisions about our own bodies and lives. abortion rights must be entrenched in law because abortion rights are human_rights. and today is ruling for women in the usa is a harsh snapshot of what many women around the world fear, and of course which many must already endure.
Inglaterra;*ing_cyber *legenda_44;many black and brown women will see their own experiences reflected in how women member of parliaments are treated, tone policed, silenced and spoken for. in the midst of dealing with racist comments from a conservative_party political donor, member of parliament Diane Abbott attended the questions of the prime minister today only to be ignored repeatedly by the speaker of the house while others debated her own experiences around her.⁠
Inglaterra;*ing_cyber *legenda_45;what does it mean to be a wife? women are just as capable as men of internalising patriarchal ideas about women and their role in relationships. in our society, the meaning of and history of marriage is so deeply rooted in patriarchy and gender_inequality, that when these women talk about being a wife they imagine it as a role that serves a husband through domestic_labour and sexual_labour, rather than as a partnership between two equals. the patriarchy tells women that they exist to serve others, that they must prove that they can do this by being hot, by doing unpaid domestic_labour, by being good at sex, even by getting an education, in order to be worthy of marriage and worthy of the role of wife.
Inglaterra;*ing_cyber *legenda_46;the patriarchical myth of men as protecters and providers is designed to keep women scared and compliant by pretending that they benefit from the patriarchy. but it is a narrative that refuses to accept the reality of male_violence_against_women, that it is mostly perpetrated by men close to women, in favour of stroking mens egos and fantasies about beating up foreign invaders to protect their property: their woman. anyone of any gender who wants to protect in a meaningful way should do so by working to deconstruct the white supremacy patriarchical structures that excuse, enable, and encourage violence against marginalised groups.
Inglaterra;*ing_cyber *legenda_47;women do not exist for men. that should be pretty simple to understand, yet not for some men. some men actually think women should shape themselves to their every desire, that we are not human beings with our own interests and hobbies. this kind of thinking can get in our heads if we are not careful, how many of us are guilty of changing our personalities to date someone you really like? of pouring yourself into someone until you are not sure who you are? it is nice to share interests with your partner but a man who thinks what you are interested in is silly or frivolous, nah. have you ever noticed that it is all hobbies that are dominated by women that are seen are silly and shallow? hobbies that are code as male, fishing, lifting weights, playing call of duty, watching sport, are seen as hobbies of importance, while hobbies that are code as female, practicing yoga, applying makeup, knitting, watching reality tv, are seen as inferior, some men do not even think women have hobbies. it is all part of the systematic devaluation of femininity, and a need of the patriarchy to keep women from discovering their own space and identity separate from men.
Inglaterra;*ing_cyber *legenda_48;one the largest conservative_party donors, Frank Hester made racist, violent and misogynistic comments about labour, member of parliament Dianne Abbot in 2019. while Hester claims they were rude, he completely failed to acknowledge the extreme, hateful misogynoir in these remarks. so what exactly is misogynoir? as you might know, misogyny is an extreme form of sexism, defined as the hatred of women. misogynoir is a term coined by the queer black feminist Moya Bailey in 2010, referring to a specific form of sexism, rooted in racism. the term blends concepts that combine misogyny and the french word for black, noir. the concept was also notably introduced by Sojourner Truth, who spoke out about misogynoir before the term was coined in her aint I a woman speech at the womens convention in 1851. There are plenty of ways that misogynoir manifests in real life and sadly, these absolutely vile and shameful comments from conservative_party donor Frank Hester are an example of exactly that.
Inglaterra;*ing_cyber *legenda_49;the conviction rates in this country speak alone to the fact that this government does not think rape is a crime. but literally not including it or harassment and stalking for that matter in the stats so you can announce a reduction in crime? madness!! it is no surprise a recent study from child protective service shows that half of 18 to 24 year olds are confused about consent, and believe that rape is only a crime if the victim fights back. the messaging from our government about gender_based violence has always been piss poor or non existent and now they are quite literally erasing sexual_assault as a crime to fit their narrative. this has to stop!!!! only slightly more depressing is the fact that x twitter fact checked this announcement from the conservative_party, to say that they had not included fraud and cyber crime in the report. so sexual_assault still does not register as a crime to anyone it seems. we need the government to fund mandatory education and awareness campaigns around this issue to counter the wave of misinformation young people face online. in the wake of the reach toxic_mens rights influencers have, we need to put up just as much of a fight to tackle it. we have an unbelievably high mountain of misinformation to climb still, this many years later. and I will not stop talking about it until everyone is paying attention.
Inglaterra;*ing_cyber *legenda_50;a terrifying new study from kings college has revealed that gen z boys and men are more likely than baby boomers to believe feminism is harmful, and a fifth of men aged 16 to 29 think favourably of Andrew Tate. feel like we are going backwards yet??? even scarier, a new survey from the child protective service has revealed half of young adults believe rape is only a crime if victims fight_back. the survey also reveals confusion around the legal definition of consent. all of these surveys show we have a huge problem with misogyny and misinformation in this country, that we can not ignore anymore. dangerous men with influence on social_media like Tate have been left unchecked to wreak havoc online for far too long and now the damage has been done. we are paying the price for what social_media companies and governments failed to do at the time, which was to stop this harmful rhetoric doing so much damage. thankfully there are organizations out there who are determined to undo the work of people like Tate. together we can combat this hate and misinformation, we can not sit back idly anymore.
Inglaterra;*ing_cyber *legenda_51;after a nude photo posted by motley crue drummer Tommy Lee was allowed to remain on instagram for hours, many of us are wondering why it seems like only womens bodies get censored on the app?⁠ photos of breastfeeding mothers with even the slightest sliver of areola showing are removed instantaneously. images of black curvy bodies are constantly shadow banned or taken down. testimonies of sexual_harassment and abuse are suppressed and censored, and sex_positive pages are warned that their accounts are going to be deleted all the time. but a full frontal image of a verified straight white man with over 1 million followers? yes, totally fine. no community guidelines breached there. and do you know why? because they were written by the very same men, says Eliza Hatch.
Inglaterra;*ing_cyber *legenda_52;for most of us, our homes are our havens. a safe_space away from the threat of coronavirus. but for thousands of women, being told to stay behind closed doors right now could not be more terrifying. we spoke to leading domestic_abuse charities about the women in danger during lockdown, and how we can help.if you want to access support over the phone at any time, the freephone, 24 hour national domestic_abuse helpline is 0808 2000 247. If you are in immediate danger, call 999. If you want to help someone who is struggling, the every day allyship is a new online platform by united nations which signposts services and advice to support women facing abuse during covid19 isolation.⁠⠀
